timestamp,model,revision,step,threshold,layer_name,layer_index,num_neurons,num_dormant,pct_dormant,avg_activation,max_activation
2025-11-06T13:45:21.385935,EleutherAI/pythia-70m-deduped,step14000,14000,0.5,layers.2.mlp.act,2,2048,11,0.5371,0.159174,2.402203
2025-11-06T13:45:21.385935,EleutherAI/pythia-70m-deduped,step14000,14000,0.5,layers.3.mlp.act,3,2048,24,1.1719,0.175877,1.394419
2025-11-06T13:45:21.385935,EleutherAI/pythia-70m-deduped,step14000,14000,0.5,layers.4.mlp.act,4,2048,18,0.8789,0.1796,0.795598
2025-11-06T13:45:21.385935,EleutherAI/pythia-70m-deduped,step14000,14000,0.5,layers.5.mlp.act,5,2048,64,3.125,0.193224,1.069564
2025-11-06T13:45:38.533797,EleutherAI/pythia-70m-deduped,step28000,28000,0.5,layers.0.mlp.act,0,2048,61,2.9785,0.141981,0.783533
2025-11-06T13:45:38.533797,EleutherAI/pythia-70m-deduped,step28000,28000,0.5,layers.1.mlp.act,1,2048,89,4.3457,0.16939,1.134394
2025-11-06T13:45:38.533797,EleutherAI/pythia-70m-deduped,step28000,28000,0.5,layers.2.mlp.act,2,2048,19,0.9277,0.162536,2.232977
2025-11-06T13:45:38.533797,EleutherAI/pythia-70m-deduped,step28000,28000,0.5,layers.3.mlp.act,3,2048,34,1.6602,0.177451,1.059313
2025-11-06T13:45:38.533797,EleutherAI/pythia-70m-deduped,step28000,28000,0.5,layers.4.mlp.act,4,2048,33,1.6113,0.189304,1.333942
2025-11-06T13:45:38.533797,EleutherAI/pythia-70m-deduped,step28000,28000,0.5,layers.5.mlp.act,5,2048,48,2.3438,0.188109,1.237466
2025-11-06T13:45:54.929006,EleutherAI/pythia-70m-deduped,step46000,46000,0.5,layers.0.mlp.act,0,2048,403,19.6777,0.186192,0.864343
2025-11-06T13:45:54.929006,EleutherAI/pythia-70m-deduped,step46000,46000,0.5,layers.1.mlp.act,1,2048,133,6.4941,0.160681,1.600749
2025-11-06T13:45:54.929006,EleutherAI/pythia-70m-deduped,step46000,46000,0.5,layers.2.mlp.act,2,2048,36,1.7578,0.163922,2.597443
2025-11-06T13:45:54.929006,EleutherAI/pythia-70m-deduped,step46000,46000,0.5,layers.3.mlp.act,3,2048,70,3.418,0.175969,1.458307
2025-11-06T13:45:54.929006,EleutherAI/pythia-70m-deduped,step46000,46000,0.5,layers.4.mlp.act,4,2048,95,4.6387,0.202463,1.292362
2025-11-06T13:45:54.929006,EleutherAI/pythia-70m-deduped,step46000,46000,0.5,layers.5.mlp.act,5,2048,68,3.3203,0.196281,3.646996
2025-11-06T13:46:11.342688,EleutherAI/pythia-70m-deduped,step78000,78000,0.5,layers.0.mlp.act,0,2048,395,19.2871,0.173057,0.920284
2025-11-06T13:46:11.342688,EleutherAI/pythia-70m-deduped,step78000,78000,0.5,layers.1.mlp.act,1,2048,178,8.6914,0.162046,1.535885
2025-11-06T13:46:11.342688,EleutherAI/pythia-70m-deduped,step78000,78000,0.5,layers.2.mlp.act,2,2048,54,2.6367,0.159778,2.548449
2025-11-06T13:46:11.342688,EleutherAI/pythia-70m-deduped,step78000,78000,0.5,layers.3.mlp.act,3,2048,133,6.4941,0.17932,2.046405
2025-11-06T13:46:11.342688,EleutherAI/pythia-70m-deduped,step78000,78000,0.5,layers.4.mlp.act,4,2048,99,4.834,0.210425,2.790202
2025-11-06T13:46:11.342688,EleutherAI/pythia-70m-deduped,step78000,78000,0.5,layers.5.mlp.act,5,2048,100,4.8828,0.207134,3.187447
2025-11-06T13:46:27.505266,EleutherAI/pythia-70m-deduped,step94000,94000,0.5,layers.0.mlp.act,0,2048,241,11.7676,0.145433,0.862322
2025-11-06T13:46:27.505266,EleutherAI/pythia-70m-deduped,step94000,94000,0.5,layers.1.mlp.act,1,2048,127,6.2012,0.147479,1.033624
2025-11-06T13:46:27.505266,EleutherAI/pythia-70m-deduped,step94000,94000,0.5,layers.2.mlp.act,2,2048,56,2.7344,0.152532,2.038105
2025-11-06T13:46:27.505266,EleutherAI/pythia-70m-deduped,step94000,94000,0.5,layers.3.mlp.act,3,2048,131,6.3965,0.182426,2.614916
2025-11-06T13:46:27.505266,EleutherAI/pythia-70m-deduped,step94000,94000,0.5,layers.4.mlp.act,4,2048,143,6.9824,0.220364,5.915228
2025-11-06T13:46:27.505266,EleutherAI/pythia-70m-deduped,step94000,94000,0.5,layers.5.mlp.act,5,2048,136,6.6406,0.217522,7.048519
2025-11-06T13:46:44.008366,EleutherAI/pythia-70m-deduped,step110000,110000,0.5,layers.0.mlp.act,0,2048,303,14.7949,0.151811,0.76242
2025-11-06T13:46:44.008366,EleutherAI/pythia-70m-deduped,step110000,110000,0.5,layers.1.mlp.act,1,2048,101,4.9316,0.145259,1.13116
2025-11-06T13:46:44.008366,EleutherAI/pythia-70m-deduped,step110000,110000,0.5,layers.2.mlp.act,2,2048,50,2.4414,0.148514,1.692334
2025-11-06T13:46:44.008366,EleutherAI/pythia-70m-deduped,step110000,110000,0.5,layers.3.mlp.act,3,2048,139,6.7871,0.186295,2.506743
2025-11-06T13:46:44.008366,EleutherAI/pythia-70m-deduped,step110000,110000,0.5,layers.4.mlp.act,4,2048,249,12.1582,0.235803,7.949139
2025-11-06T13:46:44.008366,EleutherAI/pythia-70m-deduped,step110000,110000,0.5,layers.5.mlp.act,5,2048,198,9.668,0.228989,13.28233
2025-11-06T13:47:00.671680,EleutherAI/pythia-70m-deduped,step126000,126000,0.5,layers.0.mlp.act,0,2048,204,9.9609,0.130633,0.668138
2025-11-06T13:47:00.671680,EleutherAI/pythia-70m-deduped,step126000,126000,0.5,layers.1.mlp.act,1,2048,86,4.1992,0.140217,0.975936
2025-11-06T13:47:00.671680,EleutherAI/pythia-70m-deduped,step126000,126000,0.5,layers.2.mlp.act,2,2048,36,1.7578,0.147341,1.58161
2025-11-06T13:47:00.671680,EleutherAI/pythia-70m-deduped,step126000,126000,0.5,layers.3.mlp.act,3,2048,112,5.4688,0.185267,2.550552
2025-11-06T13:47:00.671680,EleutherAI/pythia-70m-deduped,step126000,126000,0.5,layers.4.mlp.act,4,2048,204,9.9609,0.229184,7.793058
2025-11-06T13:47:00.671680,EleutherAI/pythia-70m-deduped,step126000,126000,0.5,layers.5.mlp.act,5,2048,212,10.3516,0.234683,15.790471
2025-11-06T13:47:18.150842,EleutherAI/pythia-70m-deduped,step133000,133000,0.5,layers.0.mlp.act,0,2048,140,6.8359,0.124163,0.778166
2025-11-06T13:47:18.150842,EleutherAI/pythia-70m-deduped,step133000,133000,0.5,layers.1.mlp.act,1,2048,76,3.7109,0.139047,0.834048
2025-11-06T13:47:18.150842,EleutherAI/pythia-70m-deduped,step133000,133000,0.5,layers.2.mlp.act,2,2048,38,1.8555,0.145001,1.312251
2025-11-06T13:47:18.150842,EleutherAI/pythia-70m-deduped,step133000,133000,0.5,layers.3.mlp.act,3,2048,118,5.7617,0.180821,2.755147
2025-11-06T13:47:18.150842,EleutherAI/pythia-70m-deduped,step133000,133000,0.5,layers.4.mlp.act,4,2048,184,8.9844,0.227352,8.840161
2025-11-06T13:47:18.150842,EleutherAI/pythia-70m-deduped,step133000,133000,0.5,layers.5.mlp.act,5,2048,190,9.2773,0.231557,14.416834
2025-11-06T13:47:34.655725,EleutherAI/pythia-70m-deduped,step138000,138000,0.5,layers.0.mlp.act,0,2048,200,9.7656,0.131911,0.814094
2025-11-06T13:47:34.655725,EleutherAI/pythia-70m-deduped,step138000,138000,0.5,layers.1.mlp.act,1,2048,58,2.832,0.140796,0.822798
2025-11-06T13:47:34.655725,EleutherAI/pythia-70m-deduped,step138000,138000,0.5,layers.2.mlp.act,2,2048,36,1.7578,0.144614,1.370356
2025-11-06T13:47:34.655725,EleutherAI/pythia-70m-deduped,step138000,138000,0.5,layers.3.mlp.act,3,2048,103,5.0293,0.180834,2.424618
2025-11-06T13:47:34.655725,EleutherAI/pythia-70m-deduped,step138000,138000,0.5,layers.4.mlp.act,4,2048,212,10.3516,0.231583,8.869115
2025-11-06T13:47:34.655725,EleutherAI/pythia-70m-deduped,step138000,138000,0.5,layers.5.mlp.act,5,2048,203,9.9121,0.235748,13.964675
2025-11-06T13:47:51.250031,EleutherAI/pythia-70m-deduped,step143000,143000,0.5,layers.0.mlp.act,0,2048,207,10.1074,0.129079,0.75269
2025-11-06T13:47:51.250031,EleutherAI/pythia-70m-deduped,step143000,143000,0.5,layers.1.mlp.act,1,2048,61,2.9785,0.140313,0.678619
2025-11-06T13:47:51.250031,EleutherAI/pythia-70m-deduped,step143000,143000,0.5,layers.2.mlp.act,2,2048,32,1.5625,0.144777,1.396003
2025-11-06T13:47:51.250031,EleutherAI/pythia-70m-deduped,step143000,143000,0.5,layers.3.mlp.act,3,2048,112,5.4688,0.178645,2.564898
2025-11-06T13:47:51.250031,EleutherAI/pythia-70m-deduped,step143000,143000,0.5,layers.4.mlp.act,4,2048,173,8.4473,0.22215,7.825113
2025-11-06T13:47:51.250031,EleutherAI/pythia-70m-deduped,step143000,143000,0.5,layers.5.mlp.act,5,2048,179,8.7402,0.233869,14.512719
